City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
522,margherita,27.2833,95.6833,21.24,97,1,1.19,IN,1697381591
523,lerwick,60.1545,-1.1494,6.0,65,100,7.36,GB,1697381591
524,mapastepec,15.4333,-92.9,28.33,80,100,0.36,MX,1697381591
525,sonari,27.0667,95.0333,21.66,95,0,1.01,IN,1697381592
526,cururupu,-1.8283,-44.8683,33.06,47,20,4.02,BR,1697381592
527,antofagasta,-23.65,-70.4,18.6,61,15,3.56,CL,1697381423
528,krasnopillya,50.7746,35.2597,17.02,66,97,3.53,UA,1697381592
529,zheleznogorsk-ilimskiy,56.5768,104.1217,5.76,61,100,3.58,RU,1697381592
530,teknaf,20.8624,92.3058,25.38,81,0,3.06,BD,1697381592
531,hadibu,12.65,54.0333,27.36,70,59,2.03,YE,1697381593
532,kukawa,12.9234,13.5606,36.17,19,96,4.64,NG,1697381593
533,tovarkovo,54.6762,35.9386,11.14,85,100,3.13,RU,1697381593
534,hami,42.8,93.45,14.26,43,5,1.9,CN,1697381593
535,mandalgovi,45.7625,106.2708,7.37,39,54,6.3,MN,1697381593
536,penonome,8.5167,-80.3667,27.49,86,100,0.45,PA,1697381594
537,gadzhiyevo,69.2551,33.3362,2.14,93,91,4.67,RU,1697381594
538,hochstadt an der aisch,49.7062,10.8133,11.76,61,47,1.79,DE,1697381594
539,lazaro cardenas,17.9583,-102.2,27.62,85,100,2.65,MX,1697381594
540,sisimiut,66.9395,-53.6735,-4.3,75,64,2.18,GL,1697381594
541,languyan,5.2618,120.0807,26.67,81,10,1.65,PH,1697381594
542,kantagi,43.5264,68.5775,9.96,36,78,4.2,KZ,1697381595
543,gewane,10.1664,40.6453,34.58,18,24,5.56,ET,1697381595
544,bubaque,11.2833,-15.8333,28.66,78,59,4.68,GW,1697381595
545,bang saphan,11.2126,99.5117,25.66,91,99,1.57,TH,1697381595
546,trinity beach,-16.7888,145.6968,21.94,78,28,0.51,AU,1697381596
547,tenosique,17.4833,-91.4333,27.71,82,47,0.41,MX,1697381596
548,urangan,-25.3,152.9,21.98,82,0,6.11,AU,1697381596
549,kamennomostskoye,43.7372,43.0514,14.73,55,2,1.77,RU,1697381596
550,pirallahi,40.4723,50.333,19.08,73,1,7.01,AZ,1697381597
551,mantua,45.1667,10.7833,25.34,68,100,9.04,IT,1697381597
552,al khawr,25.7667,51.3167,31.26,46,1,3.1,QA,1697381597
553,moses lake,47.1301,-119.2781,9.38,87,100,1.54,US,1697381417
554,orchard homes,46.8633,-114.0484,9.22,83,100,0.89,US,1697381597
555,puerto armuelles,8.2833,-82.8667,27.87,88,98,1.79,PA,1697381598
556,verkhnevilyuysk,63.4453,120.3167,-10.59,79,14,1.79,RU,1697381598
557,dunedin,-45.8742,170.5036,7.11,56,4,0.45,NZ,1697381598
558,hemsby,52.6971,1.6918,12.25,71,75,6.88,GB,1697381330
559,arish,31.1316,33.7984,27.1,50,0,5.14,EG,1697381598
560,aras-asan,8.8908,126.3033,25.51,89,59,1.66,PH,1697381598
561,almeirim,-1.5233,-52.5817,35.26,41,19,3.08,BR,1697381598
562,kudymkar,59.0173,54.656,10.32,91,100,5.39,RU,1697381599
563,sangolqui,-0.3341,-78.4522,17.27,51,64,1.62,EC,1697381599
564,oruro,-17.9833,-67.15,17.08,20,53,3.2,BO,1697381599
565,saldanha,-33.0117,17.9442,21.03,73,39,4.62,ZA,1697381599
566,mariehamn,60.0973,19.9348,8.79,57,75,3.6,AX,1697381599
567,broome,42.2506,-75.833,10.56,88,100,6.17,US,1697381599
568,krasnokamensk,50.0979,118.0369,1.16,34,0,1.31,RU,1697381600
569,porto novo,6.4965,2.6036,29.9,69,99,3.47,BJ,1697381570
570,pontianak,-0.0333,109.3333,25.99,94,75,0.0,ID,1697381600
571,ulaangom,49.9811,92.0667,7.0,58,98,0.52,MN,1697381600
572,ulsteinvik,62.3432,5.8487,9.31,77,100,5.36,NO,1697381600
573,ghazni,33.5536,68.4269,12.37,45,99,1.77,AF,1697381601
574,kyparissia,37.2511,21.6736,26.63,67,3,2.94,GR,1697381601
575,puerto berrio,6.4916,-74.4033,29.86,66,67,1.27,CO,1697381601
576,vorkuta,67.5,64.0,-1.39,85,100,2.8,RU,1697381601
577,rovaniemi,66.5,25.7167,0.67,100,100,5.14,FI,1697381601
578,guli,28.8833,120.0333,16.31,79,2,0.48,CN,1697381601
579,lamu,-2.2717,40.902,28.12,81,90,4.05,KE,1697381602
580,malango,-2.9627,119.9001,19.32,92,1,1.07,ID,1697381602
581,yinchuan,38.4681,106.2731,15.94,26,0,1.75,CN,1697381602
582,griffith,41.5284,-87.4237,10.26,92,100,6.17,US,1697381602
583,mugia,43.1041,-9.2179,17.87,91,100,3.82,ES,1697381602
